Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
16,Female,Asian,Some College,9.901118913,9,No,High,No,No,No,No,2.15161798
15,Female,Caucasian,Some College,16.93068986,1,Yes,Low,Yes,Yes,No,No,3.597489094
17,Female,Caucasian,Higher,10.10331423,1,No,High,Yes,Yes,No,No,3.812757188
17,Male,Asian,High School,14.96069479,26,No,Very High,Yes,No,Yes,Yes,1.176781506
18,Male,African American,High School,2.779198105,13,No,Moderate,Yes,Yes,No,Yes,1.948327516
15,Male,Asian,High School,5.04827626,15,No,Low,No,Yes,No,No,1.808097198
15,Male,African American,High School,14.6355219,6,No,High,No,Yes,Yes,No,3.22214009
16,Female,Asian,High School,3.294680178,20,No,Moderate,Yes,No,No,No,0.809260143
15,Female,Caucasian,Bachelor's,7.027118693,20,Yes,Moderate,Yes,Yes,No,No,1.29459288
17,Male,Asian,Some College,5.297325156,23,Yes,Moderate,No,No,Yes,No,1.077747684
15,Female,Other,Some College,6.997233884,11,Yes,High,No,No,Yes,No,2.920181898
16,Female,African American,Bachelor's,14.16648098,27,No,Moderate,No,No,No,No,0.796142916
18,Male,Caucasian,None,7.356943623,22,Yes,Very High,No,No,No,No,1.446052352
16,Male,Caucasian,High School,11.10526645,27,No,High,No,Yes,No,No,0.940184257
16,Female,Caucasian,Some College,1.998637541,13,No,Low,Yes,No,No,No,1.782060667
18,Female,Caucasian,Some College,16.10035386,24,Yes,High,No,No,Yes,No,1.10589987
16,Male,Caucasian,None,7.397772513,3,No,Low,Yes,No,No,No,2.813470345
16,Male,African American,Some College,12.97068318,25,No,High,Yes,Yes,Yes,No,1.651786672
15,Male,African American,Some College,14.50779203,3,No,Low,Yes,Yes,No,No,3.603507572
15,Female,Caucasian,Some College,4.193218442,17,No,Moderate,Yes,No,No,No,1.526960289
18,Male,African American,Some College,17.6934997,2,Yes,High,No,Yes,No,Yes,3.459044734
15,Male,Caucasian,High School,12.32448503,0,No,Low,Yes,No,No,No,3.333970002
15,Female,Caucasian,None,8.574502835,16,No,High,No,No,No,No,1.718181723
16,Female,Caucasian,Some College,3.646703672,6,No,High,Yes,Yes,Yes,No,3.183232489
17,Female,African American,High School,18.84601876,29,Yes,Moderate,No,Yes,No,No,0.996647663
15,Female,Caucasian,Bachelor's,15.10136408,15,No,Moderate,Yes,Yes,No,Yes,2.525086322
17,Female,Caucasian,Some College,4.160491255,29,No,Very High,No,No,Yes,No,0.512852046
15,Male,Caucasian,High School,6.754215494,4,Yes,Low,No,No,Yes,Yes,2.864498067
15,Male,Asian,Some College,16.19348516,18,No,High,No,No,Yes,No,1.733364047
18,Female,Caucasian,Some College,13.91355326,6,No,High,Yes,No,No,No,2.986891621
18,Female,African American,High School,15.31568585,13,Yes,Very High,No,No,No,No,2.565368053
18,Female,African American,Bachelor's,8.824022044,1,No,High,No,No,No,Yes,3.139189305
17,Female,Asian,Bachelor's,14.32952525,2,Yes,Moderate,Yes,No,No,Yes,3.636416568
16,Female,Other,Some College,7.729874457,16,No,Very High,No,No,Yes,No,1.467442367
15,Male,Caucasian,None,4.225258339,15,Yes,High,No,No,No,No,1.799531149
15,Male,Caucasian,Some College,12.6535407,7,Yes,High,No,Yes,No,No,3.183126117
15,Male,Asian,Some College,19.52027851,17,No,None,No,No,No,No,1.441964197
17,Male,Caucasian,High School,6.212019428,14,No,Moderate,Yes,Yes,Yes,No,1.881588987
18,Female,African American,High School,9.219391844,6,Yes,High,No,No,Yes,No,3.132629297
16,Male,African American,Bachelor's,13.48002742,26,No,Moderate,Yes,No,No,No,0.814285349
17,Female,African American,None,10.83012564,8,No,Moderate,No,No,No,No,2.477790374
18,Female,Other,Some College,16.86855591,5,No,Low,Yes,No,No,No,2.971332016
17,Female,Other,Some College,15.23485413,17,Yes,Moderate,Yes,No,No,No,2.071972431
16,Male,Asian,Some College,1.165944077,17,Yes,Low,Yes,Yes,No,Yes,1.635686733
18,Female,Caucasian,None,19.96842468,24,No,Low,No,No,No,No,0.906276516
17,Male,Asian,Bachelor's,15.04804907,25,No,Moderate,No,No,No,No,0.809067853
16,Male,Caucasian,High School,17.27806633,23,Yes,High,No,No,No,No,1.683832026
15,Female,Caucasian,Some College,13.02395424,13,Yes,Moderate,Yes,Yes,No,No,3.138784394
16,Female,Asian,Some College,17.12570256,13,No,Low,No,No,Yes,No,1.79895034
15,Female,Caucasian,Some College,2.247659499,13,Yes,Low,Yes,Yes,Yes,No,1.687307435
17,Male,Caucasian,Higher,6.954756711,24,Yes,Moderate,No,No,Yes,No,0.903085577
18,Female,Caucasian,Some College,17.52841887,3,No,High,No,No,Yes,No,3.137624351
18,Male,Asian,High School,4.033104225,3,Yes,High,No,No,No,Yes,3.18921717
17,Female,African American,Higher,1.564841972,14,No,Low,No,Yes,No,No,1.795369078
18,Female,African American,Some College,15.7623788,14,No,Moderate,Yes,Yes,No,No,2.4359582
18,Male,Caucasian,High School,16.70972311,17,No,High,No,No,No,No,1.688489609
15,Male,Asian,High School,3.253044364,13,Yes,Low,No,No,No,No,1.844056379
17,Male,Asian,Bachelor's,17.08691966,25,Yes,Moderate,No,No,No,No,1.305584514
16,Male,Caucasian,High School,13.73535591,0,No,Moderate,Yes,No,No,No,3.545153036
15,Male,Caucasian,Some College,10.40165366,9,No,Low,No,No,No,Yes,2.172345542
17,Male,Caucasian,Some College,16.60500386,28,No,None,No,Yes,No,No,0.375147851
15,Female,Other,High School,8.384984986,19,Yes,Moderate,Yes,Yes,No,No,1.557870493
16,Female,African American,Some College,3.879879124,9,Yes,None,No,No,No,No,2.18571084
16,Male,Other,None,5.697053532,9,No,Low,No,Yes,No,No,2.459804672
17,Female,Caucasian,Some College,10.10328037,26,No,Moderate,No,Yes,No,No,0.427568507
16,Male,Asian,Some College,10.62661585,23,No,None,Yes,No,No,No,0.871999115
15,Female,Asian,Some College,16.11161653,1,No,Moderate,Yes,No,No,No,3.222937499
16,Female,African American,Some College,15.82705447,28,No,Low,Yes,Yes,No,No,0.818126103
15,Male,Other,Bachelor's,11.62733114,27,Yes,Moderate,Yes,No,No,No,0.618936614
15,Male,Caucasian,Some College,15.61570967,26,No,High,Yes,No,No,No,1.174609514
16,Male,Caucasian,None,3.835469166,7,No,High,No,Yes,Yes,No,2.800569084
17,Female,African American,High School,1.001290542,0,No,Moderate,No,No,No,No,2.995458296
18,Male,Asian,Some College,17.47267645,0,No,None,No,Yes,No,No,3.353659743
16,Female,African American,Bachelor's,1.511089875,3,No,High,No,No,No,No,2.732661197
15,Male,Caucasian,Bachelor's,4.933768595,6,No,Low,Yes,No,No,No,2.555667543
15,Female,African American,Bachelor's,13.90637899,8,No,None,Yes,No,Yes,No,2.378050042
16,Female,Caucasian,High School,8.188958753,15,Yes,High,No,No,No,No,2.060792459
17,Male,Caucasian,Some College,17.5262794,4,No,Very High,No,No,No,No,3.115250556
17,Female,African American,Some College,5.959595893,1,Yes,Moderate,Yes,No,No,No,3.453790619
15,Female,Asian,High School,0.237426933,27,No,None,No,Yes,No,No,0
15,Male,Caucasian,None,6.013112811,22,No,High,No,No,No,No,1.028183689
17,Female,Caucasian,Bachelor's,11.56150098,10,No,None,Yes,No,No,No,1.989455196
18,Male,Caucasian,High School,7.518767508,17,Yes,High,No,No,No,No,1.672034058
16,Male,Caucasian,High School,10.69745512,24,No,Moderate,Yes,No,No,Yes,0.87626666
15,Male,Asian,None,17.53196238,24,No,Moderate,Yes,No,No,No,0.859745288
15,Male,Other,Bachelor's,18.24970108,18,Yes,Moderate,No,No,No,Yes,1.970600159
17,Female,Caucasian,Some College,5.319481293,12,No,Very High,No,Yes,No,No,2.268850734
16,Female,Asian,Some College,9.242809465,23,Yes,High,Yes,No,No,No,1.119441018
17,Female,Asian,Bachelor's,10.9828803,10,No,Moderate,No,Yes,Yes,No,2.370893097
16,Male,Asian,High School,18.98224914,19,No,High,No,No,No,No,1.499701932
16,Female,Caucasian,Some College,19.97234638,18,No,Moderate,Yes,No,No,No,1.87909846
16,Female,Other,None,4.708144977,16,Yes,High,No,No,No,No,1.699348106
15,Male,Caucasian,High School,14.53959743,4,No,High,No,Yes,No,No,3.36759116
18,Male,Caucasian,Bachelor's,7.560621245,12,No,None,No,No,No,No,1.287818998
17,Female,Caucasian,Some College,0.162163938,29,No,Moderate,No,No,No,No,0
18,Male,Caucasian,High School,0.185050449,26,No,Very High,No,No,No,No,0.57640272
17,Male,Caucasian,High School,9.211320151,19,Yes,Very High,No,Yes,Yes,Yes,1.992298847
16,Male,Caucasian,Some College,9.76669826,0,No,None,No,Yes,No,No,3.043931624
15,Male,Caucasian,None,0.451393931,9,No,Low,No,No,No,No,1.756186168
18,Female,Asian,High School,13.73854834,7,No,Very High,Yes,No,No,Yes,3.253785962
15,Male,Asian,High School,5.880067772,23,No,Moderate,Yes,Yes,No,No,1.093387571
17,Male,Caucasian,High School,11.19786203,28,No,Moderate,No,Yes,No,No,0.763471998
15,Male,Asian,Bachelor's,6.018381463,7,No,Low,No,No,No,No,2.297355586
15,Male,Asian,High School,3.342686297,18,Yes,High,Yes,Yes,No,No,1.651156129
18,Male,Asian,High School,8.143474772,5,Yes,Low,Yes,No,No,Yes,2.827614868
16,Male,Caucasian,Some College,4.645467296,11,No,Low,Yes,No,No,No,2.055772256
15,Male,African American,Bachelor's,10.69601954,27,Yes,Low,Yes,No,No,No,0.769740612
16,Male,Other,High School,3.976570606,6,No,Very High,No,No,No,No,2.635693451
17,Female,African American,None,10.16811953,15,No,High,No,No,Yes,No,1.933779809
15,Male,Caucasian,High School,3.147570297,8,No,High,Yes,No,Yes,No,2.71575327
18,Female,African American,Some College,13.41949419,20,No,Moderate,Yes,No,No,No,1.325172784
17,Male,African American,Some College,15.07875369,24,No,Very High,No,No,Yes,No,1.24509114
17,Male,African American,Bachelor's,2.207884685,21,Yes,High,No,No,No,No,1.333974103
18,Male,Caucasian,Higher,9.356048241,9,Yes,High,No,No,No,No,2.622327676
15,Male,Caucasian,Some College,1.417434013,9,No,Very High,No,Yes,No,No,2.407284043
15,Female,Asian,Some College,11.96364891,9,No,Moderate,No,No,No,No,2.26616031
17,Male,Asian,Some College,5.288085959,19,Yes,High,Yes,No,No,No,1.760999679
15,Male,Caucasian,None,10.55248914,28,No,Very High,Yes,No,No,No,0.813017422
16,Female,Other,Higher,10.34922019,15,No,High,Yes,Yes,No,Yes,2.192414534
18,Female,Caucasian,High School,18.48708692,0,No,Moderate,Yes,No,No,No,3.211743755
16,Male,African American,High School,10.98166445,16,No,None,No,No,No,No,1.278235666
15,Female,Asian,Some College,11.65996959,29,No,High,Yes,Yes,Yes,No,0.923831698
17,Female,Asian,High School,8.033062515,25,Yes,Moderate,Yes,No,Yes,No,1.325039017
18,Female,Other,Some College,18.98159206,20,Yes,Low,No,No,Yes,No,1.609410277
15,Male,Caucasian,Some College,15.54371819,28,No,High,Yes,No,Yes,No,1.262848732
15,Male,Asian,Some College,5.708105806,13,Yes,Moderate,No,Yes,No,No,2.243593091
17,Male,Caucasian,Bachelor's,16.88419172,18,No,Moderate,Yes,No,No,No,1.557687965
17,Female,Asian,High School,8.647927204,20,No,High,No,Yes,No,No,1.162574074
16,Male,Asian,Some College,16.57334287,20,Yes,Moderate,No,No,Yes,No,1.680661182
18,Female,African American,Some College,16.45776137,16,No,None,No,Yes,No,Yes,1.599424076
18,Male,Caucasian,Some College,3.777403735,13,No,Moderate,No,No,No,No,1.273818176
17,Male,Asian,Some College,14.02282263,7,No,None,No,No,No,No,2.210289203
16,Female,Caucasian,High School,5.812859386,20,Yes,Low,No,No,No,No,1.008571903
18,Male,Caucasian,Some College,5.9498534,20,Yes,None,No,No,No,No,0.968725635
17,Female,Asian,High School,5.926961538,8,Yes,Low,No,No,No,No,2.681277359
15,Female,Caucasian,Bachelor's,14.51136495,7,No,Moderate,No,Yes,No,Yes,2.401373853
18,Male,Asian,High School,4.596520836,12,Yes,Moderate,Yes,No,No,No,2.376854346
16,Female,Caucasian,Some College,0.018116705,16,No,Very High,Yes,No,Yes,No,1.947676936
16,Male,Caucasian,None,14.30473707,18,Yes,Moderate,Yes,No,No,No,1.779756126
16,Male,Asian,High School,3.423694877,27,No,High,Yes,No,No,No,0.557548887
15,Female,African American,Some College,2.089647906,6,No,Moderate,No,Yes,Yes,No,2.795405809
18,Male,Caucasian,Bachelor's,4.750322412,16,No,High,No,No,No,No,1.51476376
18,Female,Asian,Some College,7.598010446,0,Yes,High,No,No,No,No,3.040729613
15,Male,African American,Bachelor's,9.518126549,4,Yes,Moderate,Yes,No,No,No,3.208461746
18,Male,African American,Some College,0.891400814,24,No,Low,Yes,No,No,No,0.621119928
15,Male,Caucasian,Some College,19.41146665,5,No,Moderate,No,No,No,Yes,2.799669734
15,Male,Asian,High School,14.32126107,25,Yes,High,No,No,No,No,1.302392884
15,Male,Asian,Bachelor's,6.463881306,1,No,Moderate,Yes,Yes,No,No,3.482452519
16,Female,Asian,High School,6.373945146,26,Yes,High,No,Yes,No,No,1.252348589
18,Female,Caucasian,Bachelor's,8.970850987,24,Yes,Low,No,Yes,No,No,1.169745803
15,Female,Asian,Bachelor's,12.52489646,15,No,None,Yes,Yes,No,No,2.284791447
18,Female,African American,Bachelor's,2.927461332,21,No,Moderate,No,No,No,No,1.021019253
16,Female,African American,Some College,3.778596275,4,No,High,Yes,No,No,Yes,2.897355004
15,Female,Caucasian,Some College,17.18869166,4,No,Moderate,No,Yes,No,No,3.275903453
17,Male,Asian,Some College,5.125098478,11,No,High,Yes,Yes,No,No,2.430091199
16,Male,Asian,High School,7.60389996,2,Yes,Low,Yes,No,Yes,No,3.228448079
17,Female,Caucasian,Some College,17.42543702,29,No,Moderate,No,No,No,No,0.214570091
18,Female,Caucasian,None,13.26295659,15,No,High,Yes,No,No,No,2.024030376
18,Male,Asian,Some College,6.834237587,5,No,High,Yes,No,No,No,3.034167439
16,Male,Caucasian,High School,13.67399091,14,No,Low,Yes,No,No,No,1.699825309
18,Male,Other,High School,0.393664308,14,Yes,Moderate,No,Yes,Yes,Yes,2.095648191
17,Female,African American,High School,14.7128532,28,No,High,No,No,No,No,0.524213567
15,Female,African American,Some College,9.74032081,15,No,None,No,No,No,No,1.302641404
15,Female,Caucasian,Some College,16.26364295,19,Yes,High,Yes,No,Yes,No,2.137124411
15,Male,Caucasian,None,19.09275304,12,No,Moderate,Yes,No,No,Yes,2.422276094
16,Male,Other,Some College,18.51577099,11,No,Low,No,No,No,No,2.569614181
18,Female,Caucasian,High School,18.18530087,9,No,High,No,Yes,No,No,2.702958618
17,Female,Asian,Some College,10.24339912,13,Yes,Low,Yes,Yes,No,Yes,2.3116705
18,Male,Caucasian,Some College,7.202842283,1,No,Very High,No,Yes,No,No,3.384992089
18,Male,Caucasian,Some College,9.300706495,28,Yes,High,No,No,No,No,0.390755887
18,Male,Caucasian,Some College,13.79792007,2,Yes,High,No,No,No,No,3.597766084
15,Male,African American,High School,17.67995554,8,No,None,No,Yes,No,No,2.275665113
17,Female,Other,Some College,4.13972606,10,No,Very High,Yes,No,No,No,2.710576701
17,Male,Caucasian,Some College,18.36386317,10,No,High,No,Yes,No,Yes,2.555975376
18,Male,Caucasian,Some College,16.30360464,24,No,Low,No,Yes,No,Yes,1.027727966
15,Male,Caucasian,Some College,19.5771203,21,Yes,Moderate,Yes,No,No,No,2.095691365
15,Female,African American,None,17.60503547,9,No,Low,No,No,No,No,2.380839869
17,Female,Caucasian,Some College,5.598746594,25,No,Very High,No,No,No,No,0.662078737
15,Male,Asian,Some College,2.119118227,13,Yes,High,Yes,No,No,No,1.996513116
15,Male,African American,High School,2.24482144,8,No,Very High,Yes,No,No,No,2.139864151
15,Male,African American,None,5.824466372,19,No,High,No,Yes,No,No,1.361434707
16,Female,Caucasian,None,12.28367448,26,No,Moderate,No,Yes,No,No,0.495859041
18,Female,Other,Bachelor's,16.08640652,20,No,Low,No,No,Yes,No,1.287667357
17,Female,Caucasian,Some College,17.98500614,9,Yes,Low,Yes,No,No,Yes,2.665075552
17,Male,Caucasian,High School,12.47506769,21,No,Low,No,No,No,No,0.954787542
16,Female,African American,High School,0.112626255,28,No,Moderate,No,No,No,No,0
18,Male,African American,Some College,3.72633553,8,No,Very High,No,No,No,Yes,2.316959974
17,Male,Caucasian,Bachelor's,1.994524077,28,No,Very High,Yes,No,No,Yes,0.674362944
15,Male,Caucasian,None,7.266489511,4,No,Low,No,No,No,No,2.536633782
17,Female,Asian,High School,10.02701987,7,No,High,No,No,Yes,No,2.343331353
15,Male,Caucasian,Bachelor's,0.867943572,10,Yes,Moderate,No,No,No,No,2.240450838
16,Female,Asian,None,6.969559516,0,Yes,Moderate,No,No,No,No,3.052640958
15,Female,African American,High School,3.583593493,20,No,High,Yes,No,No,No,0.953840685
17,Male,Caucasian,Higher,12.94140333,9,No,Moderate,Yes,No,Yes,Yes,2.596111265
17,Male,Caucasian,Some College,9.285447386,0,No,Very High,Yes,No,Yes,Yes,4
17,Female,Caucasian,High School,9.906352939,25,No,High,Yes,Yes,No,No,1.08238995
16,Male,Asian,None,8.553835761,29,No,High,No,Yes,No,No,0.528225551
16,Female,African American,None,19.12039421,21,No,Low,Yes,No,No,No,1.462746292
18,Male,Caucasian,High School,4.294702502,6,No,Low,No,No,No,No,2.006721725
17,Female,African American,Bachelor's,10.3332852,27,No,Moderate,No,No,No,No,0.473300871
15,Female,Other,Some College,14.72034737,13,Yes,High,Yes,No,No,Yes,2.378048945
16,Female,Caucasian,Some College,11.13688826,4,No,Very High,Yes,Yes,No,No,3.546432809
17,Female,Other,Bachelor's,18.58041771,16,Yes,Moderate,Yes,No,No,No,2.288466675
17,Male,Caucasian,Some College,7.559367113,21,No,High,Yes,No,No,No,1.339935509
16,Male,Caucasian,High School,9.273516115,25,No,Moderate,Yes,No,No,No,0.813147627
18,Female,Caucasian,Some College,1.770446304,20,Yes,Low,No,Yes,No,Yes,1.556106071
16,Female,Caucasian,Bachelor's,12.17998222,5,No,High,Yes,Yes,No,No,3.262922355
16,Male,Caucasian,Bachelor's,5.764239369,15,Yes,High,Yes,No,No,No,2.179357069
15,Male,Caucasian,None,3.20618079,10,No,Low,Yes,Yes,No,Yes,2.220050547
15,Male,Other,Some College,10.89062586,9,No,Moderate,Yes,No,No,No,2.226513595
18,Male,Asian,Some College,10.64620527,14,No,Moderate,No,No,No,No,1.565647848
17,Male,Asian,Bachelor's,1.517432824,6,No,Low,Yes,No,No,No,2.078777899
16,Male,Caucasian,High School,13.96430907,22,Yes,Very High,No,No,Yes,No,1.562411262
18,Female,Caucasian,Some College,12.47544381,1,Yes,Moderate,Yes,No,Yes,No,3.57294532
15,Male,Caucasian,Bachelor's,3.780345655,11,Yes,Low,No,Yes,No,No,2.073033167
16,Male,Asian,Some College,9.388697243,18,No,Low,No,Yes,No,No,1.288937696
17,Female,Other,Some College,14.40645833,11,No,Very High,No,No,No,No,2.547449606
15,Male,Caucasian,None,10.58871481,15,No,High,No,No,No,Yes,2.037768575
15,Male,Caucasian,High School,7.909781524,5,No,High,No,No,No,No,2.915898133
15,Male,African American,High School,6.446769162,2,Yes,None,No,No,No,Yes,2.799063885
18,Male,Caucasian,Bachelor's,12.20787733,1,No,High,No,Yes,No,No,3.250110011
17,Male,Caucasian,High School,18.78217397,19,No,Moderate,No,No,Yes,No,1.823323103
16,Female,African American,Some College,13.43489681,4,No,High,No,No,Yes,No,2.992912336
18,Male,Asian,Some College,1.494918073,10,Yes,Very High,No,No,Yes,No,2.631736304
18,Female,Caucasian,High School,9.21369947,25,Yes,Low,Yes,No,No,No,0.932669739
18,Female,Caucasian,Some College,17.81648263,24,No,Moderate,No,No,Yes,No,0.872209536
15,Male,Other,Some College,1.889248516,2,No,None,No,Yes,No,No,2.45150244
17,Female,Caucasian,Bachelor's,19.77751424,2,No,Moderate,No,Yes,No,Yes,3.495949742
18,Male,Caucasian,Some College,18.98138787,21,No,Low,No,No,No,No,1.088882482
16,Female,Caucasian,Some College,1.565489615,4,Yes,Very High,Yes,Yes,No,No,3.979420918
17,Female,Caucasian,High School,18.66826641,21,No,Moderate,No,Yes,Yes,No,1.52101349
16,Male,Caucasian,Bachelor's,7.262651805,22,No,High,No,No,No,No,0.766257447
17,Male,Asian,High School,16.89418334,10,No,High,No,No,No,Yes,2.471395779
16,Male,Caucasian,Some College,8.367666754,2,No,Very High,Yes,No,No,No,3.286585134
15,Male,Caucasian,High School,8.817102254,12,Yes,Moderate,Yes,No,Yes,No,2.121473442
18,Male,African American,Bachelor's,12.68486182,20,No,Moderate,No,No,No,No,1.347633493
16,Female,African American,Some College,15.48954839,7,No,None,No,No,No,No,2.462943118
17,Female,Asian,Some College,0.675783019,19,Yes,None,No,No,No,No,1.041028901
18,Female,Asian,High School,11.86311991,9,No,High,Yes,No,No,No,2.669979035
18,Female,Caucasian,Some College,3.734659882,1,Yes,None,No,No,No,No,2.735041611
17,Female,Asian,Some College,6.918990357,3,No,Moderate,No,No,No,No,2.742091794
16,Female,Caucasian,Some College,6.959373323,17,No,None,No,No,No,No,0.984294295
15,Female,Other,High School,9.381206804,18,No,High,No,No,Yes,No,1.454722898
15,Male,Caucasian,Higher,6.682728238,3,No,Moderate,No,No,Yes,Yes,3.158592324
16,Male,Other,Bachelor's,2.147222369,19,No,Low,No,No,No,Yes,1.06741085
